NC_007112.7 Danio rerio strain Tuebingen chromosome 1, GRCz11 Primary Assembly	59578282
NC_007113.7 Danio rerio strain Tuebingen chromosome 2, GRCz11 Primary Assembly	59640629
NC_007114.7 Danio rerio strain Tuebingen chromosome 3, GRCz11 Primary Assembly	62628489
NC_007115.7 Danio rerio strain Tuebingen chromosome 4, GRCz11 Primary Assembly	78093715
NC_007116.7 Danio rerio strain Tuebingen chromosome 5, GRCz11 Primary Assembly	72500376
NC_007117.7 Danio rerio strain Tuebingen chromosome 6, GRCz11 Primary Assembly	60270059
NC_007118.7 Danio rerio strain Tuebingen chromosome 7, GRCz11 Primary Assembly	74282399
NC_007119.7 Danio rerio strain Tuebingen chromosome 8, GRCz11 Primary Assembly	54304671
NC_007120.7 Danio rerio strain Tuebingen chromosome 9, GRCz11 Primary Assembly	56459846
NC_007121.7 Danio rerio strain Tuebingen chromosome 10, GRCz11 Primary Assembly	45420867
NC_007122.7 Danio rerio strain Tuebingen chromosome 11, GRCz11 Primary Assembly	45484837
NC_007123.7 Danio rerio strain Tuebingen chromosome 12, GRCz11 Primary Assembly	49182954
NC_007124.7 Danio rerio strain Tuebingen chromosome 13, GRCz11 Primary Assembly	52186027
NC_007125.7 Danio rerio strain Tuebingen chromosome 14, GRCz11 Primary Assembly	52660232
NC_007126.7 Danio rerio strain Tuebingen chromosome 15, GRCz11 Primary Assembly	48040578
NC_007127.7 Danio rerio strain Tuebingen chromosome 16, GRCz11 Primary Assembly	55266484
NC_007128.7 Danio rerio strain Tuebingen chromosome 17, GRCz11 Primary Assembly	53461100
NC_007129.7 Danio rerio strain Tuebingen chromosome 18, GRCz11 Primary Assembly	51023478
NC_007130.7 Danio rerio strain Tuebingen chromosome 19, GRCz11 Primary Assembly	48449771
NC_007131.7 Danio rerio strain Tuebingen chromosome 20, GRCz11 Primary Assembly	55201332
NC_007132.7 Danio rerio strain Tuebingen chromosome 21, GRCz11 Primary Assembly	45934066
NC_007133.7 Danio rerio strain Tuebingen chromosome 22, GRCz11 Primary Assembly	39133080
NC_007134.7 Danio rerio strain Tuebingen chromosome 23, GRCz11 Primary Assembly	46223584
NC_007135.7 Danio rerio strain Tuebingen chromosome 24, GRCz11 Primary Assembly	42172926
NC_007136.7 Danio rerio strain Tuebingen chromosome 25, GRCz11 Primary Assembly	37502051
NW_003336534.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA835	123701
NW_003337018.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA1046	20567
NW_003336515.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA599	9450
NW_008805481.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA641	9068
NW_008805364.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA166	1553
NW_008805373.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA218	13555
NW_018394340.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA825	7895
NW_003334448.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA777	21499
NW_018394341.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA397	19487
NW_018394342.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA189	11151
NW_008805497.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA678	19644
NW_003336429.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA593	2246
NW_003336819.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA61	12735
NW_003336327.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA547	16312
NW_003336610.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA309	14297
NW_003336686.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA856	1813
NW_008805444.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA492	9925
NW_018394343.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA491	1460
NW_003336820.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA434	24048
NW_018394344.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA383	6745
NW_008805422.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA402	19517
NW_018394345.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA970	1282
NW_018394346.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA376	7681
NW_003336964.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA531	140649
NW_003334692.2 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA1012	16822
NW_018394347.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA353	2649
NW_003336455.2 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA534	50946
NW_008805542.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA848	39265
NW_018394348.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA569	11017
NW_001884444.4 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly CTG3250	162759
NW_018394349.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA206	3033
NW_003337266.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA865	20896
NW_003336714.2 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA1052	19020
NW_003336426.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA881	27568
NW_003335663.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA475	29931
NW_008805361.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA134	10900
NW_018394350.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA120	16150
NW_003336893.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA855	19391
NW_008805370.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA200	15157
NW_003335154.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA888	2343
NW_008805348.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA1039	3760
NW_003336479.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA508	14974
NW_008805381.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA246	10132
NW_008805526.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA798	62607
NW_003336769.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA595	18511
NW_003334214.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA450	12098
NW_003336928.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA540	21670
NW_018394351.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA680	2076
NW_003336599.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA681	19525
NW_003335521.2 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA209	10128
NW_003334150.2 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA612	43133
NW_003336548.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA474	9804
NW_018394352.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA655	10408
NW_008805522.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA796	12072
NW_003336787.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA372	6296
NW_008805436.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA463	14738
NW_003335528.3 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA809	18523
NW_003336620.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA452	12836
NW_003336152.2 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA115	24871
NW_003337183.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA735	35900
NW_018394353.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA143	1814
NW_008805353.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA1050	10094
NW_003335375.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA819	76663
NW_003337090.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA197	16018
NW_003336521.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA931	19382
NW_008805472.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA610	13560
NW_003337168.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA271	1347
NW_003337240.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA142	11941
NW_008805354.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA108	10211
NW_008805368.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA186	25440
NW_003336442.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA692	20260
NW_018394354.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA652	9328
NW_003336991.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA933	60847
NW_018394355.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA13	5511
NW_003336353.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA398	22153
NW_003336972.2 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA613	3149
NW_003336806.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA698	26928
NW_003336765.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA157	17671
NW_008805534.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA821	1285
NW_003337086.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA355	16801
NW_003336838.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA229	12998
NW_003335278.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA623	51555
NW_003337171.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA560	14532
NW_003335567.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA470	53188
NW_018394356.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA549	21985
NW_003334844.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA791	1193
NW_003336582.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA173	1577
NW_003336497.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA283	13632
NW_003336278.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA1023	12709
NW_003337013.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA487	83315
NW_003336226.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA498	29067
NW_003336598.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA1044	27926
NW_003336396.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA618	50098
NW_008805427.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA416	31984
NW_003334810.2 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA811	24623
NW_003336331.2 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA741	19066
NW_008805358.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA124	5747
NW_008805503.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA719	10769
NW_018394357.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA748	8631
NW_003336817.2 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA345	17511
NW_003337254.2 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA126	10603
NW_008805392.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA267	10736
NW_003336909.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA313	13433
NW_003337260.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA915	36129
NW_003337065.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA644	18248
NW_008805506.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA726	111208
NW_003337139.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA358	31814
NW_003336445.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA826	59211
NW_018394358.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA101	10700
NW_003336601.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA578	15354
NW_003336824.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA785	12053
NW_003337114.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA144	11785
NW_003336812.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA490	12262
NW_003336951.2 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA404	57074
NW_003337049.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA210	11116
NW_008805533.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA816	11202
NW_003336762.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA934	12499
NW_003336276.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA87	108195
NW_003337040.2 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA512	44589
NW_008805451.1 Danio rerio strain Tuebingen unplaced genomic scaffold, GRCz11 Primary Assembly NA519	10282
